url,title,price_usd,price_kgs,year,mileage_km,engine,transmission,city,image_url
https://mashina.kg/details/toyota-corolla-6a01f933e3827665306282,Toyota Corolla XII (E210),11900,1040655,2021,75000,1.8 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/7/d/c/7dce01459f25a4ea219d1ac1140df236_640x480.jpg
https://mashina.kg/details/hyundai-grandeur-6a0433cca35822dc78792a48,Продажа Hyundai Grandeur VI 2018,11100,970695,2018,341000,3.0 л.,автомат,Ноокат,https://storage.mashina.kg/catalog/images/2026-05-17/10031098/30cd6c18be25f89dfe1ecfafb359db9a_medium.webp
https://mashina.kg/details/toyota-highlander-6a07487f08007ab9b0862f1e,Продажа Toyota Highlander II (U40) Рестайлинг 2011,15600,1364220,2011,285000,3.5 л.,автомат,Кызыл-Кия,https://storage.mashina.kg/catalog/images/2026-05-15/10034275/895439486e83004d524a76aab5d947a0_medium.webp
https://mashina.kg/details/lexus-lx-6a0735696b6d382107c822c2,Продажа Lexus LX III Рестайлинг 2012,41700,3646665,2012,28300,5.7 л.,автомат,Кызыл-Кия,https://storage.mashina.kg/catalog/images/2026-05-15/10034198/d823500df42214504617b66b72198659_medium.webp
https://mashina.kg/details/subaru-outback-6a05a04d97031e175d70d828,Продажа Subaru Outback VI Рестайлинг 2023,18600,1626570,2023,50000,2.5 л.,вариатор,Бишкек,/static/svg/empty.svg
https://mashina.kg/details/bmw-x7-69ff3a4ec7a91413758066,BMW X7 I (G07) Рестайлинг,110000,9619500,2024,20700,3.0 л.,автомат,Кант,https://im.mashina.kg/tachka/images/3/d/5/3d57a698ab6de4f641e26d6b40de9354_640x480.jpg
https://mashina.kg/details/bmw-x5-69fc7533450c0052606993,BMW X5 IV (G05/G18),54500,4766025,2019,85000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/8/9/b/89bba133c415da346e58d2eb2456b191_640x480.jpg
https://mashina.kg/details/honda-cr-v-6a06f7ee26e7ea8bfd8837d0,Продажа Honda CR-V II 2004,9900,865755,2004,180000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033921/3bc780d299e6d7eabb929559da3f784f_medium.webp
https://mashina.kg/details/kia-sorento-6a06fd1e931e64e0dac2b270,Продажа Kia Sorento III Prime Рестайлинг 2019,15500,1355475,2019,108000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033943/48e427239faa336ee63ed7d499a32c2b_medium.webp
https://mashina.kg/details/hyundai-santa-fe-6a07011f8c23c018bf7d9c2c,Продажа Hyundai Santa Fe IV Рестайлинг 2021,19500,1705275,2021,120000,1.6 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033963/8b99f264b846a6c2d22f74c1984b777b_medium.webp
https://mashina.kg/details/daewoo-matiz-69ef8e5016d1f618627402,Daewoo Matiz I Рестайлинг,1715,150000,2004,229695,0.8 л.,механика,Ош,https://im.mashina.kg/tachka/images/d/d/a/dda4ad6a32ed097b09e58a71cac6c6ee_640x480.jpg
https://mashina.kg/details/honda-accord-68f73d894f016983923696,Honda Accord X Рестайлинг,16500,1442925,2021,44417,2.0 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/d/8/e/d8ee39063d3bc8c2c4894d4ea542c49e_640x480.jpg
https://mashina.kg/details/toyota-camry-6a01e9038d21f014036891,Toyota Camry VI (XV40) Рестайлинг,9800,857010,2010,281635,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/9/e/e9e076f2a19fd88b4c6dc552abfda712_640x480.jpg
https://mashina.kg/details/kia-morning-69bfab59aadb2890768685,Kia Morning III,7100,620895,2018,122000,1.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/3/f/7/3f7d3e5bb4a2687bfff24f58cbc1b195_640x480.jpg
https://mashina.kg/details/bmw-x5-69e844d51744c273281384,BMW X5 IV (G05/G18),39900,3489255,2019,195000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/b/8/eb8bb2173b947530f4dc743210d7f928_640x480.jpg
https://mashina.kg/details/lexus-es-6a06efbd757618ef61dc4bed,Продажа Lexus ES VI Рестайлинг 2017,23000,2011350,2017,140000,2.5 л.,вариатор,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033868/5ce5839bdbe0453b86c9d29c9e2924c9_medium.webp
https://mashina.kg/details/lixiang-l6-69f081ea7fb9f807401028,LiXiang L6,42500,3716625,2026,30,1.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/3/d/d3dcabcddfebf213e0151f735c277289_640x480.jpg
https://mashina.kg/details/lexus-nx-6944286153b41493782494,Lexus NX II,63000,5509350,2022,9000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/6/f/e6f4de96f15c5a6afad4884fe650fb4f_640x480.jpg
https://mashina.kg/details/zeekr-9x-69eefae3a5963349783153,Zeekr 9X,75000,6558750,2026,10,2.0 л.,автомат,Китай,https://im.mashina.kg/tachka/images/f/a/a/faace671b65b43f41ae827eff3e97388_640x480.jpg
https://mashina.kg/details/hyundai-grandeur-69e63b72bad5e572065441,Hyundai Grandeur VII,29950,2619128,2023,108000,1.6 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/4505744/2a304ed3665a8ef8edc1202307fb4dcc_medium.webp
https://mashina.kg/details/hyundai-grandeur-69fd6c737fbde013261311,Hyundai Grandeur VII,23800,2081310,2023,35000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/a/6/1/a6161285dc452536fcb1b34ce5b05a5b_640x480.jpg
https://mashina.kg/details/zeekr-9x-69eef72c931f1438548159,Zeekr 9X,85000,7433250,2026,10,2.0 л.,автомат,Китай,https://im.mashina.kg/tachka/images/2/6/c/26c0cdc4b18f491a7a38fb0b5245a818_640x480.jpg
https://mashina.kg/details/lixiang-l9-68862ecdde9bb325203602,LiXiang L9 Рестайлинг,60000,5247000,2026,10,1.5 л.,автомат,Китай,https://im.mashina.kg/tachka/images/6/5/3/6533ef874c81872a01e9f2b6018bd00f_640x480.jpg
https://mashina.kg/details/bmw-x7-69d4ccaeecb17294672032,BMW X7 I (G07) Рестайлинг,87000,7608150,2023,56000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/a/7/9/a79bc33e5256dbb7ca05523137a30fe7_640x480.jpg
